space,ID,sdg_type,raw_material,layer,exp_type,D2,p_emp,p_chisq
M,SDG_L3_1492,Unifacial_centripetal,chert,3,Bidirectional,2.0657821468560167,0.8333333333333334,0.9561098453283795
M,SDG_L3_1492,Unifacial_centripetal,chert,3,Levallois,0.6353969331600521,1,0.9987843842810191
M,SDG_L3_1492,Unifacial_centripetal,chert,3,Discoid,1.7636382072496442,1,0.9717579855788889
M,SDG_L3_1492,Unifacial_centripetal,chert,3,Multiplatform,3.8307569511189894,0.9,0.7990515838545535
M,SDG_L3_1547,Bifacial_adjacent,sandstone,3,Unidirectional,4.269470119044861,0.625,0.7482691378700284
M,SDG_L3_1547,Bifacial_adjacent,sandstone,3,Bidirectional,3.4332188988165404,0.6666666666666666,0.84224742328232
M,SDG_L3_1547,Bifacial_adjacent,sandstone,3,Levallois,2.6525374082079543,0.9523809523809523,0.9151797611492918
M,SDG_L3_1547,Bifacial_adjacent,sandstone,3,Discoid,4.513797790804314,0.4,0.7190551558874435
M,SDG_L3_1547,Bifacial_adjacent,sandstone,3,Multiplatform,4.0347409627533954,0.9,0.7757673436403608
M,SDG_L3_155,Multifacial,chert,3,Unidirectional,4.722510768914155,0.625,0.6937837828319655
M,SDG_L3_155,Multifacial,chert,3,Bidirectional,3.411715603446729,0.6666666666666666,0.844486100181608
M,SDG_L3_155,Multifacial,chert,3,Levallois,3.0593337933939906,0.9523809523809523,0.8794596295235695
M,SDG_L3_155,Multifacial,chert,3,Discoid,4.531197495151342,0.4,0.7169573852182196
M,SDG_L3_155,Multifacial,chert,3,Multiplatform,4.974093593008107,0.7,0.6631248515593768
M,SDG_L3_1677,Unifacial_unidirection,chert,3,Unidirectional,7.369324347539807,0.4375,0.3914644472362285
M,SDG_L3_1677,Unifacial_unidirection,chert,3,Bidirectional,8.115410401254575,0.16666666666666666,0.32252729508205846
M,SDG_L3_1677,Unifacial_unidirection,chert,3,Levallois,6.252952802318697,0.42857142857142855,0.5105434621302337
M,SDG_L3_1677,Unifacial_unidirection,chert,3,Discoid,6.0427003632873895,0.2,0.5347723981588342
M,SDG_L3_1677,Unifacial_unidirection,chert,3,Multiplatform,9.69827763780557,0.1,0.20632623167188852
M,SDG_L3_1748,Bifacial_adjacent,sandstone,3,Unidirectional,2.851631310527834,0.8125,0.8983798682365295
M,SDG_L3_1748,Bifacial_adjacent,sandstone,3,Bidirectional,3.276993067194948,0.6666666666666666,0.8582508767569268
M,SDG_L3_1748,Bifacial_adjacent,sandstone,3,Levallois,3.3535616019444765,0.8571428571428571,0.8504839681179807
M,SDG_L3_1748,Bifacial_adjacent,sandstone,3,Discoid,3.412800912130998,0.6,0.8443733767117001
M,SDG_L3_1748,Bifacial_adjacent,sandstone,3,Multiplatform,2.8455815240537206,1,0.898910230774868
M,SDG_L3_188,Unifacial_unidirection,chert,3,Unidirectional,9.757812732064371,0.4375,0.20271845437171537
M,SDG_L3_188,Unifacial_unidirection,chert,3,Bidirectional,12.360365523558182,0,0.08931364784561092
M,SDG_L3_188,Unifacial_unidirection,chert,3,Levallois,11.198844042813862,0,0.13017765108200574
M,SDG_L3_188,Unifacial_unidirection,chert,3,Discoid,10.824696105112693,0,0.14645058949045675
M,SDG_L3_188,Unifacial_unidirection,chert,3,Multiplatform,7.172955201662036,0.2,0.41109689133576827
M,SDG_L3_303,Bifacial_independent,chert,3,Unidirectional,5.046790213691661,0.625,0.654253088218227
M,SDG_L3_303,Bifacial_independent,chert,3,Bidirectional,2.3155987284194146,0.8333333333333334,0.9403313192082238
M,SDG_L3_303,Bifacial_independent,chert,3,Levallois,3.3401220130378046,0.8571428571428571,0.8518581200738592
M,SDG_L3_303,Bifacial_independent,chert,3,Discoid,3.840458238333059,0.6,0.7979592843488026
M,SDG_L3_303,Bifacial_independent,chert,3,Multiplatform,7.1405394878859,0.2,0.4143952294484074
M,SDG_L3_434,Bifacial_adjacent,chert,3,Unidirectional,11.329104985912414,0.3125,0.12489394230104159
M,SDG_L3_434,Bifacial_adjacent,chert,3,Bidirectional,6.610298044037588,0.16666666666666666,0.470550104173866
M,SDG_L3_434,Bifacial_adjacent,chert,3,Levallois,5.3211979122104935,0.47619047619047616,0.620828968015277
M,SDG_L3_434,Bifacial_adjacent,chert,3,Discoid,11.109483755046405,0,0.13391417784299672
M,SDG_L3_434,Bifacial_adjacent,chert,3,Multiplatform,9.760031881048844,0.1,0.2025849833861584
M,SDG_L3_55,Unifacial_unidirection,chert,3,Unidirectional,4.832039754448404,0.625,0.6804515548534855
M,SDG_L3_55,Unifacial_unidirection,chert,3,Bidirectional,9.108801247053867,0.16666666666666666,0.2449386993310333
M,SDG_L3_55,Unifacial_unidirection,chert,3,Levallois,7.55872453304431,0.3333333333333333,0.3731063325968765
M,SDG_L3_55,Unifacial_unidirection,chert,3,Discoid,4.373649544104264,0.6,0.7358736902593997
M,SDG_L3_55,Unifacial_unidirection,chert,3,Multiplatform,6.132735475351108,0.3,0.5243389672735875
M,SDG_L3_645,Unifacial_unidirection,chert,3,Unidirectional,2.4591080022221257,0.875,0.9301446671207225
M,SDG_L3_645,Unifacial_unidirection,chert,3,Bidirectional,5.546193963345812,0.6666666666666666,0.5936180096681675
M,SDG_L3_645,Unifacial_unidirection,chert,3,Levallois,5.9416799322754414,0.42857142857142855,0.5465754099061532
M,SDG_L3_645,Unifacial_unidirection,chert,3,Discoid,3.640004562768122,0.6,0.8201815721980099
M,SDG_L3_645,Unifacial_unidirection,chert,3,Multiplatform,2.494335108998965,1,0.9275230324908246
M,SDG_L3_804,Core_on_flake,chert,3,Unidirectional,1.8327552944665075,0.9375,0.968514399141688
M,SDG_L3_804,Core_on_flake,chert,3,Bidirectional,4.836550285826519,0.6666666666666666,0.6799018551202516
M,SDG_L3_804,Core_on_flake,chert,3,Levallois,4.026802599377063,0.6666666666666666,0.7766851460107309
M,SDG_L3_804,Core_on_flake,chert,3,Discoid,0.8325656148834368,1,0.9970972323909368
M,SDG_L3_804,Core_on_flake,chert,3,Multiplatform,4.669510613435296,0.7,0.7002208370708849
M,SDG_L3_890,Bifacial_adjacent,chert,3,Unidirectional,5.06126428865306,0.625,0.6524869075442278
M,SDG_L3_890,Bifacial_adjacent,chert,3,Bidirectional,3.2440557501399643,0.6666666666666666,0.8615447627800799
M,SDG_L3_890,Bifacial_adjacent,chert,3,Levallois,2.1897309154852684,1,0.9485970330124578
M,SDG_L3_890,Bifacial_adjacent,chert,3,Discoid,4.288315490005432,0.6,0.7460345295301849
M,SDG_L3_890,Bifacial_adjacent,chert,3,Multiplatform,5.506140589607559,0.4,0.5984433026618294
M,SDG_L3_978,Unifacial_centripetal,chert,3,Unidirectional,2.7807429189953035,0.8125,0.9045175651854052
M,SDG_L3_978,Unifacial_centripetal,chert,3,Bidirectional,3.017120859299845,0.6666666666666666,0.8834139053245976
M,SDG_L3_978,Unifacial_centripetal,chert,3,Levallois,3.18227676640748,0.8571428571428571,0.8676436554330829
M,SDG_L3_978,Unifacial_centripetal,chert,3,Discoid,2.810917245565947,0.8,0.9019256318408009
M,SDG_L3_978,Unifacial_centripetal,chert,3,Multiplatform,4.137148672633936,0.8,0.7638520426871915
M,SDG_L4_1788,Multifacial,sandstone,4,Unidirectional,4.85260520886819,0.625,0.6779449053759589
M,SDG_L4_1788,Multifacial,sandstone,4,Bidirectional,4.310337972251635,0.6666666666666666,0.7434187680720077
M,SDG_L4_1788,Multifacial,sandstone,4,Levallois,3.062596043310767,0.9047619047619048,0.879151806005599
M,SDG_L4_1788,Multifacial,sandstone,4,Discoid,3.1369979211963055,0.8,0.8720461068180093
M,SDG_L4_1788,Multifacial,sandstone,4,Multiplatform,7.3062258799665445,0.2,0.3977071042543252
M,SDG_L4_1884,Unifacial_centripetal,chert,4,Unidirectional,1.7783289106543987,0.9375,0.9710852666310983
M,SDG_L4_1884,Unifacial_centripetal,chert,4,Bidirectional,2.307887790845139,0.8333333333333334,0.9408558683536541
M,SDG_L4_1884,Unifacial_centripetal,chert,4,Levallois,2.0347722545754197,1,0.9578907355056067
M,SDG_L4_1884,Unifacial_centripetal,chert,4,Discoid,2.112670364286128,0.8,0.9533418011357024
M,SDG_L4_1884,Unifacial_centripetal,chert,4,Multiplatform,2.0631973501008534,1,0.956259806481268
M,SDG_L4_1916,Multifacial,sandstone,4,Unidirectional,11.075780464928265,0.3125,0.1353475016187864
M,SDG_L4_1916,Multifacial,sandstone,4,Bidirectional,14.451720286726381,0,0.04370618523740848
M,SDG_L4_1916,Multifacial,sandstone,4,Levallois,17.29152320526675,0,0.015610069743330898
M,SDG_L4_1916,Multifacial,sandstone,4,Discoid,13.785713623354415,0,0.05512657214907397
M,SDG_L4_1916,Multifacial,sandstone,4,Multiplatform,9.930215360152857,0.1,0.19256271748075596
M,SDG_L4_1951,Unifacial_centripetal,chert,4,Unidirectional,2.9958046640745217,0.8125,0.8853900630490595
M,SDG_L4_1951,Unifacial_centripetal,chert,4,Bidirectional,3.691105214438777,0.6666666666666666,0.8145888634112441
M,SDG_L4_1951,Unifacial_centripetal,chert,4,Levallois,2.9602607377570425,0.9523809523809523,0.8886539301619284
M,SDG_L4_1951,Unifacial_centripetal,chert,4,Discoid,1.2850498509466561,1,0.9888350428361528
M,SDG_L4_1951,Unifacial_centripetal,chert,4,Multiplatform,4.7846503997831435,0.7,0.6862240745812962
M,SDG_L4_2001,Core_on_flake,chert,4,Unidirectional,4.391778954725083,0.625,0.7337066582310572
M,SDG_L4_2001,Core_on_flake,chert,4,Bidirectional,3.9888974301864915,0.6666666666666666,0.7810553194852935
M,SDG_L4_2001,Core_on_flake,chert,4,Levallois,5.133231009553727,0.47619047619047616,0.6437082605742701
M,SDG_L4_2001,Core_on_flake,chert,4,Discoid,6.408108894832427,0.2,0.49298411799393543
M,SDG_L4_2001,Core_on_flake,chert,4,Multiplatform,3.5832060082802486,1,0.8263354325198815
M,SDG_L4_2004,Unifacial_centripetal,chert,4,Unidirectional,0.8927606625564265,1,0.9963780906502764
M,SDG_L4_2004,Unifacial_centripetal,chert,4,Bidirectional,2.806181766607915,0.6666666666666666,0.9023344395562454
M,SDG_L4_2004,Unifacial_centripetal,chert,4,Levallois,3.458910998038645,0.8571428571428571,0.8395582323371915
M,SDG_L4_2004,Unifacial_centripetal,chert,4,Discoid,2.0597030755133754,1,0.9564620942940625
M,SDG_L4_2004,Unifacial_centripetal,chert,4,Multiplatform,1.7040858710358437,1,0.9743928250589534
M,SDG_L4_2158,Bifacial_adjacent,sandstone,4,Unidirectional,8.979260423081985,0.4375,0.2541484972609757
M,SDG_L4_2158,Bifacial_adjacent,sandstone,4,Bidirectional,11.182187521936003,0,0.13086715861827042
M,SDG_L4_2158,Bifacial_adjacent,sandstone,4,Levallois,10.472548609595489,0,0.1633381278577907
M,SDG_L4_2158,Bifacial_adjacent,sandstone,4,Discoid,6.370586068691988,0.2,0.49720424169080246
M,SDG_L4_2158,Bifacial_adjacent,sandstone,4,Multiplatform,12.917826010638574,0,0.07413603692963293
M,SDG_L4_2164,Unifacial_centripetal,chert,4,Unidirectional,17.515740197814907,0.0625,0.014356800334464502
M,SDG_L4_2164,Unifacial_centripetal,chert,4,Bidirectional,18.315385318267108,0,0.01062525199311884
M,SDG_L4_2164,Unifacial_centripetal,chert,4,Levallois,19.047316471575382,0,0.008040402140086845
M,SDG_L4_2164,Unifacial_centripetal,chert,4,Discoid,17.050322812110135,0,0.01707455720000684
M,SDG_L4_2164,Unifacial_centripetal,chert,4,Multiplatform,16.227466221924047,0,0.023117531144115088
M,SDG_L4_2165,Core_on_flake,chert,4,Unidirectional,6.82559552515528,0.5,0.4472620723036867
M,SDG_L4_2165,Core_on_flake,chert,4,Bidirectional,11.776249041835651,0,0.10816131964261752
M,SDG_L4_2165,Core_on_flake,chert,4,Levallois,8.708155278994818,0.14285714285714285,0.2742939046355924
M,SDG_L4_2165,Core_on_flake,chert,4,Discoid,5.872296851106414,0.2,0.5547373935972627
M,SDG_L4_2165,Core_on_flake,chert,4,Multiplatform,7.521582477871741,0.2,0.37666110079995324
M,SDG_L4_2182,Core_on_flake,sandstone,4,Unidirectional,1.9215023786953211,0.9375,0.9640568898592157
M,SDG_L4_2182,Core_on_flake,sandstone,4,Bidirectional,4.43156387683557,0.6666666666666666,0.7289416968262127
M,SDG_L4_2182,Core_on_flake,sandstone,4,Levallois,4.796606292357646,0.5238095238095238,0.6847682468012144
M,SDG_L4_2182,Core_on_flake,sandstone,4,Discoid,2.9927929518903573,0.8,0.8856681408780449
M,SDG_L4_2182,Core_on_flake,sandstone,4,Multiplatform,2.171164722066197,1,0.949762304235892
M,SDG_L4_2213,Core_on_flake,chert,4,Unidirectional,2.328993355960525,0.875,0.9394145441285064
M,SDG_L4_2213,Core_on_flake,chert,4,Bidirectional,1.0246405876332636,1,0.9944211956487503
M,SDG_L4_2213,Core_on_flake,chert,4,Levallois,2.0095267534802894,1,0.9593112019249187
M,SDG_L4_2213,Core_on_flake,chert,4,Discoid,3.129552674710101,0.8,0.8727644169984665
M,SDG_L4_2213,Core_on_flake,chert,4,Multiplatform,3.2230498498286595,1,0.8636302215904278
M,SDG_L4_2292,Unifacial_centripetal,chert,4,Unidirectional,6.103508263499001,0.5625,0.5277166380494746
M,SDG_L4_2292,Unifacial_centripetal,chert,4,Bidirectional,9.10185374856329,0.16666666666666666,0.24542587935144988
M,SDG_L4_2292,Unifacial_centripetal,chert,4,Levallois,8.94436374804895,0.14285714285714285,0.2566752343861116
M,SDG_L4_2292,Unifacial_centripetal,chert,4,Discoid,6.941981100162524,0,0.4349457017361196
M,SDG_L4_2292,Unifacial_centripetal,chert,4,Multiplatform,5.1324470465915395,0.5,0.643803853692609
M,SDG_L4_2389,Multifacial,sandstone,4,Unidirectional,3.5401881570229667,0.6875,0.8309506486422754
M,SDG_L4_2389,Multifacial,sandstone,4,Bidirectional,6.655254406850078,0.16666666666666666,0.46563471672261586
M,SDG_L4_2389,Multifacial,sandstone,4,Levallois,8.760469232131129,0.14285714285714285,0.2703139606178081
M,SDG_L4_2389,Multifacial,sandstone,4,Discoid,5.276018782307744,0.2,0.6263190619414022
M,SDG_L4_2389,Multifacial,sandstone,4,Multiplatform,4.9782538481633845,0.7,0.6626171421852582
M,SDG_L4_2527,Unifacial_unidirection,chert,4,Unidirectional,4.256056390035734,0.625,0.7498574968602812
M,SDG_L4_2527,Unifacial_unidirection,chert,4,Bidirectional,5.944527317015337,0.5,0.5462413920743873
M,SDG_L4_2527,Unifacial_unidirection,chert,4,Levallois,7.35059966921843,0.3333333333333333,0.39331042527618315
M,SDG_L4_2527,Unifacial_unidirection,chert,4,Discoid,4.968833746779062,0.4,0.6637667448845883
M,SDG_L4_2527,Unifacial_unidirection,chert,4,Multiplatform,5.820147942351117,0.4,0.5608999081436425
M,SDG_L4_2733,Bifacial_independent,chert,4,Unidirectional,2.37089557482439,0.875,0.9365010671820704
M,SDG_L4_2733,Bifacial_independent,chert,4,Bidirectional,1.9591329616907316,0.8333333333333334,0.9620675630489464
M,SDG_L4_2733,Bifacial_independent,chert,4,Levallois,2.437453423602261,0.9523809523809523,0.931732785733032
M,SDG_L4_2733,Bifacial_independent,chert,4,Discoid,3.3078282358074538,0.6,0.8551412416597548
M,SDG_L4_2733,Bifacial_independent,chert,4,Multiplatform,1.1609883832631214,1,0.9917975686563754
M,SDG_L4_2818,Multifacial,sandstone,4,Unidirectional,5.045972055144881,0.625,0.6543529268583964
M,SDG_L4_2818,Multifacial,sandstone,4,Bidirectional,7.465100364502079,0.16666666666666666,0.38210937754833235
M,SDG_L4_2818,Multifacial,sandstone,4,Levallois,4.854576813996059,0.5238095238095238,0.6777045505837058
M,SDG_L4_2818,Multifacial,sandstone,4,Discoid,5.067278369959039,0.4,0.6517530903116188
M,SDG_L4_2818,Multifacial,sandstone,4,Multiplatform,4.008300036635921,0.9,0.7788209098225976
M,SDG_L4_3095,Bifacial_adjacent,chert,4,Unidirectional,11.604177763921365,0.25,0.11435030946091024
M,SDG_L4_3095,Bifacial_adjacent,chert,4,Bidirectional,9.4981264774609,0.16666666666666666,0.2188417967184424
M,SDG_L4_3095,Bifacial_adjacent,chert,4,Levallois,6.259931317986889,0.42857142857142855,0.5097476120704685
M,SDG_L4_3095,Bifacial_adjacent,chert,4,Discoid,9.035494517632756,0,0.2501177244212495
M,SDG_L4_3095,Bifacial_adjacent,chert,4,Multiplatform,12.388936211692462,0,0.0884723463303443
M,SDG_L4_3155,Unifacial_unidirection,chert,4,Unidirectional,5.52038743520707,0.5625,0.5967259118455003
M,SDG_L4_3155,Unifacial_unidirection,chert,4,Bidirectional,8.129007653804182,0.16666666666666666,0.3213558010194571
M,SDG_L4_3155,Unifacial_unidirection,chert,4,Levallois,6.103595338622571,0.42857142857142855,0.5277065617733631
M,SDG_L4_3155,Unifacial_unidirection,chert,4,Discoid,5.50166388221799,0.2,0.5989831824624509
M,SDG_L4_3155,Unifacial_unidirection,chert,4,Multiplatform,4.403711321680152,0.7,0.7322788758900733
M,SDG_L4_3192,Multifacial,chert,4,Unidirectional,2.9386435680153777,0.8125,0.8906195712516297
M,SDG_L4_3192,Multifacial,chert,4,Bidirectional,4.125178421225164,0.6666666666666666,0.7652517329212297
M,SDG_L4_3192,Multifacial,chert,4,Levallois,4.801229171332805,0.5238095238095238,0.6842052346008465
M,SDG_L4_3192,Multifacial,chert,4,Discoid,4.76398555990653,0.4,0.6887394243434422
M,SDG_L4_3192,Multifacial,chert,4,Multiplatform,1.333233132547583,1,0.9875290903195943
M,SDG_L4_3283,Multifacial,sandstone,4,Unidirectional,22.03955348350528,0.0625,0.002500831203968489
M,SDG_L4_3283,Multifacial,sandstone,4,Bidirectional,20.54116524999303,0,0.004512056104552954
M,SDG_L4_3283,Multifacial,sandstone,4,Levallois,22.380094053056077,0,0.0021839818651671625
M,SDG_L4_3283,Multifacial,sandstone,4,Discoid,21.61834246266753,0,0.0029550496836697076
M,SDG_L4_3283,Multifacial,sandstone,4,Multiplatform,20.715300162769424,0,0.004215182622295993
M,SDG_L4_3342,Multifacial,chert,4,Unidirectional,3.9833944487124024,0.625,0.7816880505753911
M,SDG_L4_3342,Multifacial,chert,4,Bidirectional,3.780218940957811,0.6666666666666666,0.8047153429631737
M,SDG_L4_3342,Multifacial,chert,4,Levallois,2.978636364915017,0.9523809523809523,0.8869714811487284
M,SDG_L4_3342,Multifacial,chert,4,Discoid,3.2178786474883148,0.6,0.8641417756528594
M,SDG_L4_3342,Multifacial,chert,4,Multiplatform,4.7401954266531705,0.7,0.69163358723519
M,SDG_L4_3506,Multifacial,chert,4,Unidirectional,6.358803859479439,0.5625,0.4985329004216811
M,SDG_L4_3506,Multifacial,chert,4,Bidirectional,2.7404729962270786,0.6666666666666666,0.9079283022609057
M,SDG_L4_3506,Multifacial,chert,4,Levallois,4.833907822306075,0.5238095238095238,0.6802238980552634
M,SDG_L4_3506,Multifacial,chert,4,Discoid,8.160164291949906,0,0.3186829943453138
M,SDG_L4_3506,Multifacial,chert,4,Multiplatform,5.9897723311917614,0.3,0.5409440939767034
M,SDG_L4_3513,Multifacial,sandstone,4,Unidirectional,4.005796319848529,0.625,0.7791095427979182
M,SDG_L4_3513,Multifacial,sandstone,4,Bidirectional,7.223120903108708,0.16666666666666666,0.40602434757456085
M,SDG_L4_3513,Multifacial,sandstone,4,Levallois,7.566602160461342,0.3333333333333333,0.3723552465973489
M,SDG_L4_3513,Multifacial,sandstone,4,Discoid,5.022788921321284,0.4,0.6571820590842841
M,SDG_L4_3513,Multifacial,sandstone,4,Multiplatform,3.2483490727107163,1,0.861117054789032
M,SDG_L4_3821,Multifacial,chert,4,Unidirectional,5.390813253160618,0.5625,0.6123844098155309
M,SDG_L4_3821,Multifacial,chert,4,Bidirectional,5.299058827547904,0.6666666666666666,0.6235183996846747
M,SDG_L4_3821,Multifacial,chert,4,Levallois,6.298591985549362,0.42857142857142855,0.5053488159963316
M,SDG_L4_3821,Multifacial,chert,4,Discoid,7.6529440447648724,0,0.3641889244586332
M,SDG_L4_3821,Multifacial,chert,4,Multiplatform,3.032104677755961,1,0.8820164794908298
M,SDG_L4_3952,Bifacial_adjacent,sandstone,4,Unidirectional,21.166189095923972,0.0625,0.003531813140132625
M,SDG_L4_3952,Bifacial_adjacent,sandstone,4,Bidirectional,20.099935374579772,0,0.005357821880871722
M,SDG_L4_3952,Bifacial_adjacent,sandstone,4,Levallois,15.986126735070728,0,0.025243411552788402
M,SDG_L4_3952,Bifacial_adjacent,sandstone,4,Discoid,20.198587985468038,0,0.005156337003400276
M,SDG_L4_3952,Bifacial_adjacent,sandstone,4,Multiplatform,20.365931225189357,0,0.004831212314291285
M,SDG_L4_3971,Bifacial_independent,chert,4,Unidirectional,9.291370777609846,0.4375,0.2324082357288039
M,SDG_L4_3971,Bifacial_independent,chert,4,Bidirectional,5.087884854964589,0.6666666666666666,0.6492389968235354
M,SDG_L4_3971,Bifacial_independent,chert,4,Levallois,4.7710356352156404,0.5238095238095238,0.6878814192622018
M,SDG_L4_3971,Bifacial_independent,chert,4,Discoid,9.543355336531922,0,0.21596101898447206
M,SDG_L4_3971,Bifacial_independent,chert,4,Multiplatform,8.08707363213301,0.2,0.324978534779404
M,SDG_L4_4262,Bifacial_adjacent,chert,4,Unidirectional,8.229423492515172,0.4375,0.312799104254479
M,SDG_L4_4262,Bifacial_adjacent,chert,4,Bidirectional,7.61903062540515,0.16666666666666666,0.3673820760115739
M,SDG_L4_4262,Bifacial_adjacent,chert,4,Levallois,9.312498755214586,0.047619047619047616,0.23099172232983797
M,SDG_L4_4262,Bifacial_adjacent,chert,4,Discoid,10.725190398874924,0,0.15106338372266495
M,SDG_L4_4262,Bifacial_adjacent,chert,4,Multiplatform,6.206163586614877,0.3,0.5158937130427947
M,SDG_L4_4386,Unifacial_centripetal,chert,4,Unidirectional,2.0895054308643144,0.9375,0.9547206418487569
M,SDG_L4_4386,Unifacial_centripetal,chert,4,Bidirectional,4.351326557847634,0.6666666666666666,0.7385381143048018
M,SDG_L4_4386,Unifacial_centripetal,chert,4,Levallois,5.935439496024883,0.42857142857142855,0.5473077194169947
M,SDG_L4_4386,Unifacial_centripetal,chert,4,Discoid,3.158819734446824,0.8,0.869931625461339
M,SDG_L4_4386,Unifacial_centripetal,chert,4,Multiplatform,3.731328408269359,1,0.8101507208039586
M,SDG_L4_4460,Unifacial_unidirection,chert,4,Unidirectional,5.917470979488813,0.5625,0.5494183137518607
M,SDG_L4_4460,Unifacial_unidirection,chert,4,Bidirectional,7.3377101621275145,0.16666666666666666,0.39458435845781376
M,SDG_L4_4460,Unifacial_unidirection,chert,4,Levallois,7.197298455757202,0.3333333333333333,0.40863055218350297
M,SDG_L4_4460,Unifacial_unidirection,chert,4,Discoid,5.568474218072383,0.2,0.5909379482031586
M,SDG_L4_4460,Unifacial_unidirection,chert,4,Multiplatform,7.559085433073297,0.2,0.3730719009672945
M,SDG_L4_4583,Unifacial_centripetal,chert,4,Unidirectional,3.9171064660930393,0.625,0.7892741383945161
M,SDG_L4_4583,Unifacial_centripetal,chert,4,Bidirectional,4.354908219074261,0.6666666666666666,0.7381109088402575
M,SDG_L4_4583,Unifacial_centripetal,chert,4,Levallois,2.6757152949326857,0.9523809523809523,0.9132949386996789
M,SDG_L4_4583,Unifacial_centripetal,chert,4,Discoid,4.1239445687583665,0.6,0.7653959077172576
M,SDG_L4_4583,Unifacial_centripetal,chert,4,Multiplatform,3.1110015006897123,1,0.8745472576028877
SP,SDG_L2_489,Bifacial_adjacent,chert,2,Unidirectional,0.3872255935696613,0.8125,0.9956741535081338
SP,SDG_L2_489,Bifacial_adjacent,chert,2,Bidirectional,5.875057991965746,0.3333333333333333,0.31856681925541425
SP,SDG_L2_489,Bifacial_adjacent,chert,2,Levallois,1.258519784555754,1,0.9391415209302525
SP,SDG_L2_489,Bifacial_adjacent,chert,2,Discoid,5.661756593848359,0.8,0.34053443586352605
SP,SDG_L2_489,Bifacial_adjacent,chert,2,Multiplatform,1.696429867533017,0.8,0.8893492280870459
SP,SDG_L2_494,Unifacial_unidirection,chert,2,Unidirectional,0.659491480361673,0.6875,0.9851176934879081
SP,SDG_L2_494,Unifacial_unidirection,chert,2,Bidirectional,7.241030518530421,0.16666666666666666,0.20332283062944195
SP,SDG_L2_494,Unifacial_unidirection,chert,2,Levallois,1.279062077182938,1,0.9370713566527336
SP,SDG_L2_494,Unifacial_unidirection,chert,2,Discoid,8.122613121136014,0.6,0.14960638416221256
SP,SDG_L2_494,Unifacial_unidirection,chert,2,Multiplatform,3.4629063666784723,0.6,0.6290076509595312
SP,SDG_L3_1066,Unifacial_centripetal,chert,3,Unidirectional,3.933505652123096,0.125,0.5590287618510499
SP,SDG_L3_1066,Unifacial_centripetal,chert,3,Bidirectional,18.10740164948898,0,0.00281476905924045
SP,SDG_L3_1066,Unifacial_centripetal,chert,3,Levallois,2.441726745264424,0.8571428571428571,0.7852444178311616
SP,SDG_L3_1066,Unifacial_centripetal,chert,3,Discoid,18.74380818729847,0,0.0021451347001820377
SP,SDG_L3_1066,Unifacial_centripetal,chert,3,Multiplatform,9.333085025801667,0.1,0.09649361357442013
SP,SDG_L3_1163,Multifacial,sandstone,3,Unidirectional,2.2668311415532174,0.3125,0.811125950954855
SP,SDG_L3_1163,Multifacial,sandstone,3,Bidirectional,7.7269312466377515,0.16666666666666666,0.17194099939070226
SP,SDG_L3_1163,Multifacial,sandstone,3,Levallois,1.6181100702842346,1,0.8990506691696112
SP,SDG_L3_1163,Multifacial,sandstone,3,Discoid,6.250615231457006,0.8,0.28259113461818636
SP,SDG_L3_1163,Multifacial,sandstone,3,Multiplatform,3.3135449458006994,0.6,0.6517686046656758
SP,SDG_L3_1191,Unifacial_centripetal,chert,3,Unidirectional,1.8916527289865601,0.3125,0.8639246644837649
SP,SDG_L3_1191,Unifacial_centripetal,chert,3,Bidirectional,14.422618358113626,0,0.013136437061698553
SP,SDG_L3_1191,Unifacial_centripetal,chert,3,Levallois,1.9350820246468,0.9523809523809523,0.8580528075502201
SP,SDG_L3_1191,Unifacial_centripetal,chert,3,Discoid,15.610870916948304,0,0.008047497687912778
SP,SDG_L3_1191,Unifacial_centripetal,chert,3,Multiplatform,7.110945061074967,0.2,0.21251908870917513
SP,SDG_L3_1416,Unifacial_centripetal,chert,3,Unidirectional,15.886238553368774,0,0.007176485927925808
SP,SDG_L3_1416,Unifacial_centripetal,chert,3,Bidirectional,31.09761436321487,0,8.960578820738256e-6
SP,SDG_L3_1416,Unifacial_centripetal,chert,3,Levallois,10.50377810376866,0.047619047619047616,0.06215628689767255
SP,SDG_L3_1416,Unifacial_centripetal,chert,3,Discoid,28.873397008024376,0,2.455197961413695e-5
SP,SDG_L3_1416,Unifacial_centripetal,chert,3,Multiplatform,16.20798795858075,0,0.006274677699050021
SP,SDG_L3_1437,Multifacial,chert,3,Unidirectional,11.864257626534993,0,0.03669585574377793
SP,SDG_L3_1437,Multifacial,chert,3,Bidirectional,13.191738365659711,0,0.0216467178726235
SP,SDG_L3_1437,Multifacial,chert,3,Levallois,8.089812720636523,0.09523809523809523,0.1513548400686245
SP,SDG_L3_1437,Multifacial,chert,3,Discoid,6.124395837103586,0.8,0.29430219926826356
SP,SDG_L3_1437,Multifacial,chert,3,Multiplatform,2.7796345847720683,0.7,0.7339143167243318
SP,SDG_L3_1492,Unifacial_centripetal,chert,3,Unidirectional,4.800511785400639,0.125,0.4407080432351521
SP,SDG_L3_1492,Unifacial_centripetal,chert,3,Bidirectional,16.272472312713216,0,0.006107713890279847
SP,SDG_L3_1492,Unifacial_centripetal,chert,3,Levallois,4.494533938204452,0.5238095238095238,0.48061511142270796
