model,model_label,version,version_label,space,space_label,n,n_perm,seed,term,df,SumOfSqs,R2,pseudo_F,p,permutation
M2,M2 raw material controlled,B,"B log(SDI), full sample",morph,"D_morph (M-SPHARM, l = 1-8)",48,9999,42,core_type,5,17.4341055767955,0.19615813159676726,2.111730303073927,0.0071,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",morph,"D_morph (M-SPHARM, l = 1-8)",48,9999,42,SDI,1,1.847647239570744,0.020788621978205257,1.1189942173992484,0.3518,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",morph,"D_morph (M-SPHARM, l = 1-8)",48,9999,42,Layer:SDI,1,2.1322096843127305,0.02399034845836899,1.291334328290359,0.2287,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",morph,"D_morph (M-SPHARM, l = 1-8)",48,9999,42,Residual,38,62.744377059312065,0.7059622140030642,NA,NA,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",morph,"D_morph (M-SPHARM, l = 1-8)",48,9999,42,Total,47,88.87781217570905,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Raw_mat,1,0.13110503385788172,0.0299503800129571,1.6303512963205808,0.1175,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Layer,1,0.06312967511593692,0.014421702235067647,0.7850464977045376,0.5946,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,core_type,5,0.9333226250464549,0.2132135317178861,2.321259080378686,2e-4,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,SDI,1,0.10366961954027065,0.023682877839729315,1.289179321594605,0.2458,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Layer:SDI,1,0.09040327937151504,0.02065223959691328,1.1242062900098209,0.3179,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Residual,38,3.055777793315461,0.6980792685974464,NA,NA,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Total,47,4.377408026247521,1,NA,NA,free
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Raw_mat,1,0.13110503385788172,0.0299503800129571,1.6303512963205808,0.1291,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Layer,1,0.06312967511593692,0.014421702235067647,0.7850464977045376,0.6133,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,core_type,5,0.9333226250464549,0.2132135317178861,2.321259080378686,1e-4,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,SDI,1,0.10366961954027065,0.023682877839729315,1.289179321594605,0.2708,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Layer:SDI,1,0.09040327937151504,0.02065223959691328,1.1242062900098209,0.3034,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Residual,38,3.055777793315461,0.6980792685974464,NA,NA,restricted_within_layer
M2,M2 raw material controlled,B,"B log(SDI), full sample",combined,D_comb (MFA-normalised join),48,9999,42,Total,47,4.377408026247521,1,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4431897665945423,0.021389648872602498,1.0361056454507378,0.371,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,11.310669964804822,0.16763648458507666,1.6240482403111145,0.0808,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,1.8906121251170376,0.028020936987352932,1.3573224682805805,0.2327,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,1.2897018518037964,0.019114790306144585,0.9259124479210658,0.4209,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,37,51.537236186729096,0.7638381392488232,NA,NA,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4431897665945423,0.021389648872602498,1.0361056454507378,0.0975,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,11.310669964804822,0.16763648458507666,1.6240482403111145,0.0784,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,1.8906121251170376,0.028020936987352932,1.3573224682805805,0.2365,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,1.2897018518037964,0.019114790306144585,0.9259124479210658,0.407,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,37,51.537236186729096,0.7638381392488232,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.7943514586755258,0.02135455912735242,1.0630268669076173,0.3533,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.191831359567683,0.20459981655229728,2.036989859283761,0.009,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,1.2295511806276558,0.014632876552623708,0.7284224798468162,0.5761,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,1.3562064775244878,0.016140199999933293,0.8034568231949553,0.5176,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,37,62.454681097692514,0.7432725477677933,NA,NA,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.7943514586755258,0.02135455912735242,1.0630268669076173,0.0236,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.191831359567683,0.20459981655229728,2.036989859283761,0.0086,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,1.2295511806276558,0.014632876552623708,0.7284224798468162,0.5774,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,1.3562064775244878,0.016140199999933293,0.8034568231949553,0.501,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,37,62.454681097692514,0.7432725477677933,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0906146249062708,0.021370843344909594,1.0503505334190415,0.3777,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.794791264369095,0.18744611722780655,1.842548991071533,0.0046,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.08838889189932186,0.020845919344304825,1.0245511676597578,0.3892,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.0742893077042035,0.01752062825168137,0.8611172209249147,0.5255,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,37,3.1920211537555625,0.7528164918312976,NA,NA,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,free
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0906146249062708,0.021370843344909594,1.0503505334190415,0.0109,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.794791264369095,0.18744611722780655,1.842548991071533,0.0032,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.08838889189932186,0.020845919344304825,1.0245511676597578,0.3898,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.0742893077042035,0.01752062825168137,0.8611172209249147,0.5083,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,37,3.1920211537555625,0.7528164918312976,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Raw_mat,1,1.2222222568484844,0.018114668994610183,0.9103142056662369,0.4182,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4058622364214266,0.020836414099071335,1.047089723536904,0.36870000000000003,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,15.01260123202737,0.22250314993238218,2.2362846182748126,0.0109,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,0.7963625224567217,0.011802962524355884,0.5931328062392013,0.6314,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,0.6994010670164243,0.010365887834629979,0.5209156707756646,0.6887,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,36,48.334960580278874,0.7163769166149504,NA,NA,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,free
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Raw_mat,1,1.2222222568484844,0.018114668994610183,0.9103142056662369,0.4357,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4058622364214266,0.020836414099071335,1.047089723536904,0.3286,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,15.01260123202737,0.22250314993238218,2.2362846182748126,0.0119,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,0.7963625224567217,0.011802962524355884,0.5931328062392013,0.6287,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,0.6994010670164243,0.010365887834629979,0.5209156707756646,0.681,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,36,48.334960580278874,0.7163769166149504,NA,NA,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Raw_mat,1,4.1061564404024535,0.048867327562158114,2.520616125903611,0.0432,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.001017414059846,0.011913098436038274,0.6144872151880987,0.666,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.170997278193497,0.2043518703540104,2.10812682202724,0.0074,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,2.2619189341942203,0.026919075071938282,1.3885075797204285,0.2098,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,0.8414921712715326,0.010014590084757519,0.5165606248847102,0.7531,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,36,58.645039335966324,0.6979340384910975,NA,NA,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,free
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Raw_mat,1,4.1061564404024535,0.048867327562158114,2.520616125903611,0.0444,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.001017414059846,0.011913098436038274,0.6144872151880987,0.9265,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.170997278193497,0.2043518703540104,2.10812682202724,0.0073,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,2.2619189341942203,0.026919075071938282,1.3885075797204285,0.2043,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,0.8414921712715326,0.010014590084757519,0.5165606248847102,0.7356,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,36,58.645039335966324,0.6979340384910975,NA,NA,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Raw_mat,1,0.14668998809567374,0.034595836589313665,1.7628629230802062,0.0892,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0680713785210331,0.016054171919265645,0.8180552120531986,0.5727,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.9021900740855099,0.21277539647222599,2.1684335131843064,0.0015,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.08439543318856946,0.019904089252306637,1.0142313185572454,0.3994,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.04315417155675494,0.010177618027693689,0.5186099610562948,0.8437,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,36,2.9956041971869123,0.7064928877391943,NA,NA,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,free
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Raw_mat,1,0.14668998809567374,0.034595836589313665,1.7628629230802062,0.1026,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0680713785210331,0.016054171919265645,0.8180552120531986,0.7727,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.9021900740855099,0.21277539647222599,2.1684335131843064,5e-4,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.08439543318856946,0.019904089252306637,1.0142313185572454,0.3932,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.04315417155675494,0.010177618027693689,0.5186099610562948,0.8344,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,36,2.9956041971869123,0.7064928877391943,NA,NA,restricted_within_layer
M2,M2 raw material controlled,C,"C raw SDI, common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4431897665945423,0.021389648872602498,1.0144556629789667,0.3799,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,11.310669964804822,0.16763648458507666,1.5901128823768853,0.0891,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,1.3886072336337865,0.020580676108499032,0.9760881794064953,0.3888,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,0.691825988706114,0.010253616899101979,0.4863025003946796,0.7117,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,37,52.63711694131003,0.7801395735347197,NA,NA,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4431897665945423,0.021389648872602498,1.0144556629789667,0.1557,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,11.310669964804822,0.16763648458507666,1.5901128823768853,0.0881,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,1.3886072336337865,0.020580676108499032,0.9760881794064953,0.4039,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,0.691825988706114,0.010253616899101979,0.4863025003946796,0.6968,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,37,52.63711694131003,0.7801395735347197,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.7943514586755258,0.02135455912735242,1.0597112006398492,0.3539,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.191831359567683,0.20459981655229728,2.0306363241338357,0.0092,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,1.04871254839491,0.01248071776240867,0.6193504780863609,0.6603,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,1.3416344363069683,0.015966778280190923,0.7923447953546765,0.5234,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,37,62.65009177114278,0.7455981282777507,NA,NA,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.7943514586755258,0.02135455912735242,1.0597112006398492,0.0278,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.191831359567683,0.20459981655229728,2.0306363241338357,0.009,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,1.04871254839491,0.01248071776240867,0.6193504780863609,0.6814,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,1.3416344363069683,0.015966778280190923,0.7923447953546765,0.4925,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,37,62.65009177114278,0.7455981282777507,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0906146249062708,0.021370843344909594,1.038198849576994,0.3865,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.794791264369095,0.18744611722780655,1.8212322286283305,0.0055,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.06885800747924475,0.016239693012068266,0.7889267789064011,0.5932,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.05645891793931168,0.013315452025014534,0.6468667029586627,0.723,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,37,3.229382427940531,0.761627894390201,NA,NA,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,free
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0906146249062708,0.021370843344909594,1.038198849576994,0.0208,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.794791264369095,0.18744611722780655,1.8212322286283305,0.0041,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.06885800747924475,0.016239693012068266,0.7889267789064011,0.6127,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.05645891793931168,0.013315452025014534,0.6468667029586627,0.7007,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,37,3.229382427940531,0.761627894390201,NA,NA,restricted_within_layer
M1,M1 Layer first (direct analogue),D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Raw_mat,1,1.2222222568484844,0.018114668994610183,0.9172840939287313,0.4154,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4058622364214266,0.020836414099071335,1.0551068437009434,0.3657,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,15.01260123202737,0.22250314993238218,2.2534068973906294,0.0103,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,1.467441711496825,0.02174908918873056,1.1013225566636522,0.3357,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,0.3955900739980436,0.005863077036827563,0.2968923864389086,0.8631,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,36,47.96769238425716,0.7109336007483783,NA,NA,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,free
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Raw_mat,1,1.2222222568484844,0.018114668994610183,0.9172840939287313,0.432,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer,1,1.4058622364214266,0.020836414099071335,1.0551068437009434,0.3137,restricted_within_layer
