ID,n_faces_original,n_faces_decimated,power_l0,power_l1,power_l2,power_l3,power_l4,power_l5,power_l6,power_l7,power_l8,power_l9,power_l10,power_l11,power_l12,power_l13,power_l14,power_l15,power_l16,power_l17,power_l18,power_l19,power_l20
EXP01_Levallois preferential,492608,10000,0.0,0.046311980026756364,0.6879122336088016,0.09949390555503802,0.07984084682654832,0.04993272682232527,0.005422518136682925,0.014798128371637307,0.00398204167541436,0.003292603285376753,0.0021198991712132902,0.0013030921050753794,0.0013753939173096576,0.0007865971824717025,0.0009482618394096926,0.0005915546108309329,0.0005912307358573683,0.0004291738554030572,0.00034868980802006146,0.0002451353518919183,0.00027398711393609326
EXP02_Cylindrical bidirectional,492462,10000,0.0,0.20012052889734613,0.5453104065726928,0.11884722558220372,0.04811666541554905,0.03970766921125234,0.014679565393147798,0.008133602826721747,0.006057511025157145,0.007615261808066181,0.0018930309231163717,0.0032566266266175078,0.0011633225870850757,0.0012375628805733063,0.0005631160318885316,0.0013367294662594551,0.0005001399390790249,0.0005419768251056465,0.0005316271772020148,0.00019023873627456496,0.00019719207466139095
EXP03_Conical unidirectional,389924,10000,0.0,0.6906039937940387,0.029212480655464508,0.1934552210291792,0.037542844467091586,0.011228448097388696,0.01366091027008205,0.008432950856174199,0.004376596870084918,0.003370256043242304,0.0020215490367547955,0.0016095128446325083,0.0016569193497535093,0.0008224716952987611,0.00030186205477917747,0.0004942456273478537,0.0003842969882390915,0.00027828405988830943,0.00026459191770520534,0.00015481899136156514,0.00012774535149299697
EXP04_Levallois preferential,493228,10000,0.0,0.3472164482094814,0.5102419731031149,0.018357389154981408,0.06942232664925017,0.017735456238497694,0.015508762873658792,0.008149367040871032,0.003988946221636678,0.0029173145529250368,0.0017811758720206994,0.0012446464211283085,0.0007834630760936218,0.0007146085673612819,0.0004745648401852846,0.0003125654145397178,0.00035965698064073065,0.00023660632610257812,0.0001979470461073722,0.00022782826780088072,0.00012895314360247205
EXP05_Levallois preferential,382298,10000,0.0,0.28267899952078174,0.3650591936408735,0.24152690619726686,0.028641340920832564,0.041674938084044905,0.008291195207383674,0.012420093347311978,0.0038133222146320748,0.004102983289734354,0.0028622016643802106,0.0016431860549982228,0.0015877335523758326,0.0017417307943665,0.0008231200264475468,0.001049442739406964,0.0005452695960839906,0.0003825101540161897,0.0004748392422503946,0.00028064893508071364,0.00040034481773171
EXP06_Levallois convergent,768016,10000,0.0,0.8388859563905791,0.052742338455234274,0.04357162094876041,0.029359531953995953,0.01333192363066477,0.008222675760070979,0.002800203285369515,0.0040090591843437865,0.002530343296777969,0.0009999659382699166,0.0009740283459813768,0.0007293951723707368,0.0003624950898011161,0.0005006973976671265,0.0003332806684376564,0.0002002636601938016,0.0001443791263693183,0.00011919902484193783,9.03225401567564e-05,9.23201301134044e-05
EXP07_Levallois preferential,499182,10000,0.0,0.2630409443085167,0.5554413800005316,0.03579829799981189,0.09596716825463983,0.007335125355208984,0.02123486720916947,0.005646093562454386,0.005424640933946224,0.003225700163245946,0.001918449683733595,0.0015908295017266752,0.0009029947964333325,0.0006953835803521788,0.00045269817685748365,0.00037107872933074966,0.00027803422967262947,0.00022961291914267812,0.00017689406998858503,0.00014179118325125404,0.00012801534198594815
EXP08_Levallois preferential,490300,10000,0.0,0.07597253571202577,0.4983366607723671,0.3004163543849732,0.019755055652022294,0.04809728427703528,0.024514616938561024,0.008445508662487233,0.008841681954228806,0.002549113895128153,0.004956530681689579,0.001915089399395269,0.0009579719386854414,0.001831417644695688,0.000618977402931262,0.0006754239308205223,0.000772229150355649,0.0004390226484283378,0.000395871479713026,0.0003330603105480403,0.00017559316390809254
EXP09_Levallois preferential,290334,10000,0.0,0.14088941403801655,0.6141214682629826,0.08708352383464177,0.06940550693914674,0.028198251320582433,0.02373123812081042,0.014840325445845653,0.007817408847576672,0.003970154589856105,0.0012631543655865379,0.002334845609014763,0.0011587659933025172,0.0009300679298222596,0.00087231977050625,0.0009289953911729233,0.0005790099807284672,0.0006034182198245067,0.0004975072786328111,0.0004483632812955793,0.00032626078065448434
EXP10_Cylindrical unidirectional,508202,10000,0.0,0.8136040164590208,0.09613338739251882,0.026652498796648407,0.010653301844250349,0.01481373097335397,0.015073720618075156,0.00703767984738847,0.00626118661596302,0.002644499532193643,0.0012777027098958733,0.0013996055646890025,0.0013141667868189124,0.001057781492316384,0.0004263823361794108,0.0005030604606433795,0.00031672997971783954,0.0002158926326494318,0.00023743129518237683,0.00024398659641104237,0.000133238066083536
