ID,n_faces_original,n_faces_decimated,power_l0,power_l1,power_l2,power_l3,power_l4,power_l5,power_l6,power_l7,power_l8,power_l9,power_l10,power_l11,power_l12,power_l13,power_l14,power_l15,power_l16,power_l17,power_l18,power_l19,power_l20
EXP01_Levallois preferential,492608,20000,0.0,0.048869138126586664,0.6784842572644321,0.10325882745158359,0.08043920801291492,0.05121786918355906,0.005408717445082299,0.014995983188527249,0.004128303545637266,0.0034044046606635106,0.0021607732923706715,0.001439975690226563,0.0014638230263486168,0.0008377197116197295,0.001037992969131579,0.0006754871673635826,0.0006531021827273245,0.0004811010452184001,0.00042068590635062515,0.00030753709353396864,0.0003150930361220893
EXP02_Cylindrical bidirectional,492462,20000,0.0,0.22441041142599963,0.5090115073894478,0.1322010172604064,0.04570741811534638,0.04028187660023328,0.013239439849454353,0.00881589197456584,0.006559969729133485,0.007933914675273117,0.001738704649667748,0.0032454541275342822,0.0013536201174115742,0.001336931508945036,0.0006747157746517849,0.001218938993126238,0.000604735358514323,0.00048567392016540795,0.0007058787821151803,0.00021549680815752676,0.0002584029398506043
EXP03_Conical unidirectional,389924,20000,0.0,0.8359460938837334,0.07574588402470478,0.01604204628046746,0.04629736498649865,0.007936215224888639,0.005804926535259611,0.002920135644077629,0.0030081022935604398,0.0019347435701142605,0.0005922404100106545,0.0018414726782558417,0.0004141233623038207,0.00040504664645548034,0.00020625861596581537,0.00022831136538921252,0.00019411742225005474,0.0001938604617992642,0.0001463291626575166,8.247467079189215e-05,6.025276081552882e-05
EXP04_Levallois preferential,493228,20000,0.0,0.3796501450501215,0.4773072408953645,0.01969950668965757,0.0701174664102929,0.015604443144427242,0.016519386167766225,0.007147988523405147,0.004494297599643632,0.0024818247520437455,0.0019585468336655266,0.001251624380268829,0.0009425284508133199,0.0007939783786782978,0.0004723483490774,0.0003542268378451958,0.00038306804629371775,0.00022054627715761604,0.00023074087690709008,0.00021602159055923465,0.00015407074601122225
EXP05_Levallois preferential,382298,20000,0.0,0.3338376383747984,0.3132909132689855,0.24823668626498716,0.02220860776827527,0.04125051707462847,0.008970231192842458,0.011936415018483783,0.004733967792041831,0.004311631375988024,0.002471817294144571,0.001417282004207443,0.0015750826748715215,0.0015812759272186526,0.0010044261686580024,0.000981325319089855,0.0006365331715715277,0.00036959000419035904,0.0004815680238745388,0.00030643715648618095,0.0003980541246566056
EXP06_Levallois convergent,768016,20000,0.0,0.8115248918721845,0.05045280361159273,0.06469036035045374,0.03559199358735321,0.01343947790375697,0.009708540501174954,0.0037688408363502762,0.003292913350445859,0.0021835001373589065,0.0013845956435023688,0.0011731378930661999,0.0007337505559402065,0.0005823253768450718,0.00048048473727302013,0.00022347513245577554,0.00022988176145811095,0.00015615369308551088,0.00013788390467339492,0.0001262220922232471,0.00011876705880596483
EXP07_Levallois preferential,499182,20000,0.0,0.24999062926923993,0.5691585816359155,0.03346640081368349,0.09818473377292981,0.007071397395909269,0.02096196651042762,0.005551484134444275,0.005113421694962006,0.003351375678857457,0.0019160617287048817,0.0016621399744831831,0.0009247815518112564,0.0007391321826836242,0.00047345499579301315,0.0003749336217564708,0.00032103344646425204,0.0002179258560692747,0.00022685774242900693,0.0001449344426159239,0.00014875355081981966
EXP08_Levallois preferential,490300,20000,0.0,0.09762798944888641,0.48251764597153235,0.2939720525772917,0.018982454287070613,0.04720753121320569,0.025457784172967197,0.00790837764976333,0.009465112665014461,0.002641599041665913,0.005279032008202017,0.001910723298246793,0.0009146732625294777,0.0022458154666343674,0.0006566517068189591,0.0006715722999719011,0.0010360475312982534,0.0004611668919938198,0.00041594495217423937,0.0004584403100552181,0.00016938524467716967
EXP09_Levallois preferential,290334,20000,0.0,0.08508952689582439,0.6280709410072329,0.10025523193398451,0.08327810186027462,0.04527593681029481,0.017612700113905953,0.018555245733607433,0.0045428092061920436,0.005172054229091447,0.0030585220330488056,0.0031840189481968807,0.0012634619342645757,0.0006763535071954983,0.001075380268392913,0.0007382120976030175,0.0004594748293381669,0.0005218705525486049,0.000530720619288554,0.0002830737780692957,0.0003563636416455966
EXP10_Cylindrical unidirectional,508202,20000,0.0,0.7964794567681286,0.10651328943020175,0.025061342996562683,0.01072972202881461,0.015836614956203282,0.018239836795293864,0.010166669002732642,0.006351284114123141,0.0021602456717270293,0.0015964233251727934,0.0016107167959871081,0.0017179479178278723,0.0009588873713486533,0.000545212116383154,0.0006422977619115527,0.0003930919264862153,0.00032859637828784117,0.00032343117026411466,0.00018630192953439064,0.00015863154300867473
EXP11_Cylindrical bidirectional,519538,20000,0.0,0.3053549261425056,0.4982538649250323,0.06669682723680811,0.023686716921214237,0.04372560364399646,0.026367036629745766,0.00818994619873848,0.007903924561463261,0.004232666067714691,0.004447342284718378,0.0030349395932403535,0.0016673213633834538,0.0020912541722124013,0.0005714263569888127,0.001252736854629489,0.0006707419059367086,0.0006697206019078857,0.0004824139937678449,0.0004383340983434954,0.0002622564476524196
EXP12_Discoid,498056,20000,0.0,0.6909630833891932,0.22408577387052442,0.0071933272128437515,0.04213559075454771,0.009155232831987981,0.010869517246662868,0.002729333586723791,0.004586396021140351,0.0013279000371842068,0.0017930413871358824,0.0010699720916399562,0.0013354913231186697,0.0008137785985628071,0.0005660665486469842,0.0003094236315882026,0.00033934749720498957,0.00021047141151364737,0.0001740703691346962,0.00017741687324656505,0.00016476531739964884
