ID,Typology,n_scars,power_l0,power_l1,power_l2,power_l3,power_l4,power_l5,power_l6,power_l7,power_l8,power_l9,power_l10,power_l11,power_l12,power_l13,power_l14,power_l15,power_l16,power_l17,power_l18,power_l19,power_l20
EXP54_Multiplatform,Multiplatform,10,0.0,0.25666333,0.09479128,0.49495945,0.11942493,0.01498409,0.01485319,0.00352682,0.00065315,0.00010074,2.301e-05,1.166e-05,4.69e-06,2.04e-06,9.2e-07,3.7e-07,1.4e-07,6e-08,4e-08,3e-08,3e-08
EXP55_Multiplatform,Multiplatform,11,0.0,0.36710448,0.29189337,0.17904593,0.11220193,0.03836433,0.00838084,0.00236,0.00053472,9.579e-05,1.341e-05,3.19e-06,1.16e-06,4.6e-07,2.2e-07,7e-08,3e-08,2e-08,1e-08,1e-08,1e-08
EXP56_Multiplatform,Multiplatform,15,0.0,0.29990568,0.30118725,0.29654064,0.07828507,0.01542245,0.00692813,0.00145827,0.00017342,5.645e-05,2.465e-05,9.25e-06,4.7e-06,2.48e-06,1.05e-06,3.6e-07,9e-08,2e-08,1e-08,2e-08,2e-08
EXP57_Conical bidirectional,Bidirectional,14,0.0,0.2032713,0.31326769,0.3009471,0.13904941,0.03131124,0.00912006,0.00260034,0.00030609,0.00010343,1.488e-05,5.06e-06,2.07e-06,7.6e-07,3.4e-07,1.1e-07,4e-08,2e-08,2e-08,2e-08,1e-08
EXP58_Conical unidirectional,Unidirectional,16,0.0,0.33148025,0.15177887,0.27684786,0.18958263,0.04245131,0.00452143,0.00265198,0.0005122,0.00012477,1.737e-05,1.931e-05,3.78e-06,5.75e-06,1e-06,1.17e-06,1.6e-07,1.2e-07,1e-08,3e-08,1e-08
EXP59_Subconical unidirectional,Unidirectional,26,0.0,0.25384179,0.27884447,0.29282688,0.12636827,0.03761695,0.00885253,0.00135307,0.0002368,4.886e-05,7.05e-06,1.67e-06,1.1e-06,1.9e-07,2.9e-07,2e-08,4e-08,1e-08,0.0,1e-08,0.0
IM_Levallois_convergent,Levallois_convergent,24,0.0,0.23875214,0.56508668,0.04894612,0.06567051,0.05704918,0.01149184,0.01263514,0.00020861,0.00014189,6.04e-06,5e-06,3.11e-06,1.89e-06,1.15e-06,4.2e-07,1.7e-07,5e-08,2e-08,2e-08,3e-08
IM_Levallois_laminar,Levallois_laminar,25,0.0,0.19411692,0.54507111,0.08590293,0.07558213,0.07017796,0.01662493,0.01174779,0.00055622,0.00019691,1.329e-05,4.53e-06,2.65e-06,1.36e-06,8.3e-07,2.9e-07,1.1e-07,3e-08,1e-08,1e-08,2e-08
IM_Levallois_preferential,Levallois_preferential,24,0.0,0.23086735,0.60527217,0.02341234,0.05098535,0.05976669,0.01559862,0.01383171,0.00010138,0.00014796,6.15e-06,2.84e-06,3.46e-06,2.09e-06,1.25e-06,4.1e-07,1.6e-07,4e-08,1e-08,1e-08,2e-08
IM_Multiplatform,multifacial,6,0.0,0.00024374,0.00422561,0.00090848,0.95466404,0.00049106,0.03200671,8.424e-05,0.00705052,7.17e-06,0.00026556,5.3e-07,3.819e-05,7e-08,1.197e-05,1e-08,1.78e-06,0.0,1.3e-07,0.0,1.8e-07
IM_biface,biface,24,0.0,0.00873351,0.89484564,0.04601449,0.03460221,0.00656105,0.00803123,9.253e-05,0.00106381,1.884e-05,3.567e-05,7e-07,2.6e-07,2e-08,3e-08,0.0,0.0,0.0,0.0,0.0,0.0
IM_conical_unipolar_cortical,conical_unipolar_cortical,12,0.0,0.36448349,0.33844982,0.19599855,0.07659223,0.02045385,0.00362292,0.00038233,1.567e-05,1.6e-07,7e-07,2.4e-07,4e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM_conical_unipolar_scarred,conical_unipolar_scarred,13,0.0,0.37288323,0.31549664,0.20107031,0.08541981,0.0212384,0.0034346,0.00042632,2.763e-05,1.62e-06,1.12e-06,2.7e-07,4e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM_cylindrical_bipolar,cylindrical_bipolar,12,0.0,2e-07,0.69589906,9.3e-07,0.2665135,5.1e-07,0.0355669,8e-08,0.00196863,0.0,4.955e-05,0.0,6.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM_cylindrical_unipolar_cortical,cylindrical_unipolar_cortical,12,0.0,0.28738477,0.30623044,0.22013775,0.11727384,0.04820057,0.01564937,0.00408142,0.00086611,0.000151,2.18e-05,2.64e-06,2.7e-07,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM_cylindrical_unipolar_scarred,cylindrical_unipolar_scarred,13,0.0,0.29285087,0.28667358,0.22436015,0.12653484,0.04911509,0.01521179,0.00415981,0.00091545,0.00015386,2.155e-05,2.69e-06,2.8e-07,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IM_discoid,bifacial_discoid,16,0.0,0.00044238,0.52029665,5.257e-05,0.37228809,0.00012846,0.10351167,2.994e-05,0.0030034,2.87e-06,0.00023117,6e-08,1.111e-05,0.0,1.43e-06,0.0,1.6e-07,0.0,0.0,0.0,4e-08
IM_discoid_unifacial,unifacial_discoid,8,0.0,0.47845096,0.08052241,0.36073705,0.05243698,0.01088237,0.01526407,0.00091419,0.00047083,0.00028079,3.387e-05,4.06e-06,1.59e-06,5.3e-07,2e-07,8e-08,2e-08,0.0,0.0,0.0,1e-08
SDG_L2_489,,4,0.0,0.35643926,0.2510358,0.23506196,0.11624953,0.03063091,0.00793077,0.00207816,0.00046531,9.328e-05,1.328e-05,1.53e-06,1.9e-07,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L2_494,,5,0.0,0.35712924,0.32851305,0.19329537,0.08257522,0.02797859,0.00803035,0.00198813,0.00041196,6.834e-05,8.8e-06,8.8e-07,7e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_1066,,12,0.0,0.56894302,0.25609139,0.09561483,0.05352811,0.02017556,0.00461759,0.00085152,0.0001447,2.698e-05,5.16e-06,6.8e-07,2.4e-07,1e-07,6e-08,2e-08,1e-08,1e-08,0.0,0.0,0.0
SDG_L3_1163,,6,0.0,0.33977332,0.28324164,0.23356503,0.08738359,0.04222347,0.01059667,0.00234916,0.0007391,0.00011335,1.303e-05,1.47e-06,1.5e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_1191,,6,0.0,0.50519997,0.27615798,0.13020152,0.06253031,0.0195911,0.00474934,0.00126515,0.00026064,3.714e-05,5.77e-06,9.3e-07,1.2e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_1318,,9,0.0,0.17854619,0.44449711,0.06136918,0.25327916,0.03246321,0.02358699,0.00507223,0.00088911,0.00019622,5.889e-05,2.365e-05,1.062e-05,4.55e-06,1.93e-06,5.7e-07,1.6e-07,5e-08,4e-08,7e-08,6e-08
SDG_L3_1416,,11,0.0,0.65894974,0.19722677,0.08746452,0.03121888,0.01475394,0.00692369,0.00277038,0.00055262,0.00011847,1.798e-05,1.98e-06,6.2e-07,1.4e-07,1.4e-07,5e-08,3e-08,3e-08,1e-08,1e-08,0.0
SDG_L3_1437,,8,0.0,0.36375875,0.08503382,0.2972839,0.19346641,0.04141233,0.01439614,0.00406799,0.00045699,8.085e-05,3.027e-05,6.34e-06,3.83e-06,9.6e-07,9.7e-07,1.8e-07,1.5e-07,2e-08,5e-08,1e-08,4e-08
SDG_L3_1492,,12,0.0,0.49888875,0.30160714,0.12564082,0.05287269,0.01292956,0.00557671,0.00209163,0.0002791,9.79e-05,1.25e-05,1.87e-06,7.9e-07,2.6e-07,1.6e-07,5e-08,3e-08,2e-08,1e-08,1e-08,1e-08
SDG_L3_1547,,10,0.0,0.33339674,0.29642492,0.14154006,0.1860434,0.03157984,0.00784124,0.00267931,0.00038211,0.00010113,8.65e-06,1.82e-06,5.2e-07,1.1e-07,8e-08,2e-08,1e-08,1e-08,0.0,1e-08,0.0
SDG_L3_155,,15,0.0,0.27882124,0.40961254,0.15373532,0.12975979,0.01444264,0.01221612,0.00098499,0.00040221,1.757e-05,6.94e-06,5.1e-07,1e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_1677,,8,0.0,0.56214893,0.19156059,0.14700193,0.07534925,0.01915188,0.00306445,0.00106198,0.0004389,0.00011323,4.497e-05,3.182e-05,1.774e-05,8.48e-06,3.79e-06,1.43e-06,4.4e-07,8e-08,3e-08,4e-08,6e-08
SDG_L3_1748,,7,0.0,0.49274846,0.16698325,0.18114885,0.12385935,0.02927952,0.00403228,0.00139519,0.00044599,9.201e-05,1.346e-05,1.42e-06,1.8e-07,3e-08,1e-08,1e-08,0.0,0.0,0.0,0.0,0.0
SDG_L3_188,,7,0.0,0.48190529,0.34758363,0.13379686,0.02889732,0.00461891,0.00183796,0.00095859,0.00031943,7.002e-05,1.079e-05,1.12e-06,7e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_303,,10,0.0,0.09804347,0.59096308,0.14989753,0.11941699,0.02392233,0.01506593,0.00192404,0.00067763,7.283e-05,1.492e-05,1.04e-06,2e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_434,,6,0.0,0.46669694,0.27789503,0.11933302,0.07370591,0.04279977,0.01551785,0.00346911,0.00051604,5.598e-05,7.33e-06,2.07e-06,6.5e-07,1.2e-07,1e-07,4e-08,2e-08,2e-08,1e-08,1e-08,0.0
SDG_L3_55,,6,0.0,0.28678807,0.369484,0.17584773,0.11842612,0.03973794,0.00737862,0.00181922,0.0004432,6.391e-05,1.003e-05,1.03e-06,1.4e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_636,,9,0.0,0.49122325,0.19991168,0.10824364,0.14102302,0.04496284,0.01080215,0.00328473,0.0003953,7.689e-05,2.762e-05,1.973e-05,1.347e-05,8.18e-06,4.27e-06,2e-06,8.2e-07,2.6e-07,7e-08,2e-08,2e-08
SDG_L3_645,,3,0.0,0.45359481,0.29138173,0.13159629,0.07121798,0.03652762,0.01243413,0.00272511,0.00044202,6.788e-05,1.073e-05,1.51e-06,1.7e-07,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_804,,6,0.0,0.16344283,0.53611741,0.16843824,0.10253105,0.02067124,0.00670033,0.00178602,0.00019033,0.00010938,1.088e-05,2.15e-06,1.4e-07,2e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_890,,4,0.0,0.49524424,0.29126357,0.1143198,0.05806976,0.02892729,0.00941591,0.00217099,0.00046901,0.00010011,1.711e-05,2.03e-06,1.6e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_978,,7,0.0,0.47810417,0.25138295,0.06021384,0.12317554,0.05588697,0.02472819,0.0056086,0.00074029,0.00013173,1.758e-05,7.05e-06,1.8e-06,6e-07,3.7e-07,1.3e-07,7e-08,5e-08,3e-08,3e-08,2e-08
SDG_L4_1788,,6,0.0,0.31571889,0.36922911,0.23878353,0.04943212,0.02035364,0.00539164,0.00071331,0.00029464,7.064e-05,1.079e-05,1.52e-06,1.6e-07,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_1884,,7,0.0,0.6479994,0.156167,0.08054409,0.07370928,0.03073265,0.00813611,0.00200334,0.00055613,0.00011813,2.564e-05,5.22e-06,1.74e-06,4.5e-07,5.1e-07,8e-08,8e-08,7e-08,1e-08,4e-08,1e-08
SDG_L4_1916,,12,0.0,0.17520434,0.55673368,0.13262767,0.08044819,0.03652459,0.01595497,0.00153715,0.00086959,8.393e-05,1.094e-05,2.58e-06,1.67e-06,2.5e-07,2.9e-07,6e-08,5e-08,2e-08,1e-08,1e-08,1e-08
SDG_L4_1951,,7,0.0,0.53859319,0.25787817,0.11891708,0.06076213,0.01835331,0.00412139,0.00106763,0.00024564,5.087e-05,9.36e-06,1.13e-06,9e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
