ID,Typology,n_scars,power_l0,power_l1,power_l2,power_l3,power_l4,power_l5,power_l6,power_l7,power_l8,power_l9,power_l10,power_l11,power_l12,power_l13,power_l14,power_l15,power_l16,power_l17,power_l18,power_l19,power_l20
EXP11_Cylindrical bidirectional,Bidirectional,20,0.0,0.06532727,0.60258005,0.23985017,0.07980424,0.01071834,0.00161934,7.907e-05,1.483e-05,2.9e-06,1.8e-06,6.3e-07,8.4e-07,1.6e-07,2.7e-07,2e-08,5e-08,0.0,0.0,0.0,0.0
EXP12_Discoid,Discoid,17,0.0,0.16434948,0.43121322,0.21659019,0.15755272,0.02716334,0.00255822,0.0003431,0.00015788,1.341e-05,3.518e-05,4.73e-06,1.328e-05,8.9e-07,3.6e-06,8e-08,5.4e-07,2e-08,3e-08,3e-08,5e-08
EXP13_Conical unidirectional,Unidirectional,16,0.0,0.4215885,0.37030464,0.12434701,0.06850138,0.01364954,0.00144376,0.00013717,2.03e-05,3.53e-06,1.97e-06,7.3e-07,8e-07,2.6e-07,2.5e-07,7e-08,5e-08,1e-08,0.0,0.0,0.0
EXP14_Levallois convergent,Levallois convergent,19,0.0,0.76087165,0.10944419,0.08828584,0.03187887,0.00841614,0.00091395,0.00011774,2.823e-05,2.208e-05,9.54e-06,5.71e-06,3.36e-06,1.3e-06,9.2e-07,2.1e-07,1.5e-07,6e-08,1e-08,4e-08,1e-08
EXP15_Levallois convergent,Levallois convergent,17,0.0,0.67426875,0.13287703,0.14745049,0.0404626,0.00418661,0.00061447,8.438e-05,2.493e-05,1.224e-05,9.43e-06,4.4e-06,2.77e-06,1.11e-06,5.2e-07,1.6e-07,4e-08,1e-08,1e-08,1e-08,2e-08
EXP16_Discoid,Discoid,17,0.0,0.14432204,0.50795386,0.1647672,0.17286673,0.00720952,0.00247964,0.00028801,6.117e-05,1.667e-05,1.726e-05,4.94e-06,8.17e-06,1.27e-06,2.73e-06,2e-07,5.1e-07,2e-08,3e-08,1e-08,2e-08
EXP17_Discoid,Discoid,18,0.0,0.23363728,0.04703863,0.59448684,0.10584566,0.01463769,0.00396453,0.00022029,4.594e-05,6.248e-05,1.852e-05,2.499e-05,7.08e-06,6.39e-06,2.07e-06,9.2e-07,4.3e-07,8e-08,7e-08,9e-08,3e-08
EXP18_Discoid,Discoid,16,0.0,0.63453518,0.17269446,0.15193742,0.03314621,0.00696315,0.00053672,8.994e-05,4.966e-05,1.826e-05,1.408e-05,5.62e-06,5.24e-06,1.84e-06,1.47e-06,4.1e-07,2.4e-07,5e-08,2e-08,1e-08,2e-08
EXP19_Levallois preferential,Levallois preferential,27,0.0,0.39233247,0.29183964,0.2706294,0.02989111,0.01382373,0.00122571,0.00013339,4.361e-05,3.824e-05,1.875e-05,1.359e-05,5.71e-06,3.03e-06,1.1e-06,3.2e-07,8e-08,2e-08,2e-08,5e-08,4e-08
EXP20_Cylindrical bidirectional,Bidirectional,11,0.0,0.3701329,0.23168915,0.27156726,0.1020774,0.02238716,0.00187969,0.00019186,3.529e-05,1.739e-05,1.135e-05,4.55e-06,3.42e-06,1.38e-06,7.6e-07,2.9e-07,8e-08,3e-08,1e-08,1e-08,1e-08
EXP21_Levallois preferential,Levallois preferential,37,0.0,0.58930572,0.29895414,0.03876536,0.06196979,0.00913775,0.00149394,0.00023308,6.468e-05,3.29e-05,2.114e-05,9.56e-06,7.45e-06,2.02e-06,1.85e-06,2.1e-07,2.6e-07,3e-08,4e-08,5e-08,4e-08
EXP22_Cylindrical unidirectional,Unidirectional,24,0.0,0.52863733,0.2448566,0.168496,0.0510403,0.00623221,0.00061206,0.00010606,8.42e-06,6.49e-06,1.42e-06,2e-06,5.1e-07,3.8e-07,1.4e-07,3e-08,2e-08,1e-08,0.0,1e-08,0.0
EXP23_Cylindrical unidirectional,Unidirectional,27,0.0,0.49122669,0.29855709,0.1561656,0.04602863,0.00708879,0.00082809,9.77e-05,6.23e-06,7.3e-07,1.3e-07,1.9e-07,3e-08,5e-08,1e-08,1e-08,0.0,0.0,0.0,0.0,0.0
EXP24_Cylindrical unidirectional,Unidirectional,12,0.0,0.54214236,0.32598902,0.10568348,0.02211939,0.00349631,0.00049254,6.903e-05,7.19e-06,4.2e-07,1.1e-07,6e-08,5e-08,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0
EXP25_Levallois Nubian,Levallois preferential,24,0.0,0.73910705,0.11935921,0.0856217,0.04168877,0.01319541,0.00059657,0.00030046,3.072e-05,6.638e-05,5.91e-06,1.99e-05,3.05e-06,3.12e-06,1.09e-06,8e-08,2.2e-07,1.5e-07,1e-08,2e-07,0.0
EXP26_Levallois recurrent,Levallois recurrent,21,0.0,0.71333134,0.21130374,0.04628179,0.01911528,0.0089548,0.00079806,0.00015714,2.681e-05,1.616e-05,6.1e-06,4.28e-06,2.71e-06,6.7e-07,8.3e-07,5e-08,1.4e-07,5e-08,1e-08,5e-08,1e-08
EXP27_Levallois convergent,Levallois convergent,22,0.0,0.73062122,0.11981041,0.07489722,0.06007765,0.01300346,0.00088349,0.00048521,6.868e-05,9.375e-05,1.689e-05,2.781e-05,6.06e-06,5.51e-06,1.62e-06,4.3e-07,2.5e-07,1e-07,2e-08,1.8e-07,2e-08
EXP28_Levallois convergent,Levallois convergent,21,0.0,0.77292816,0.17803921,0.01678673,0.02491308,0.00645312,0.00077876,5.443e-05,1.464e-05,2.008e-05,3.1e-06,5.22e-06,1.8e-06,7e-07,6.6e-07,3e-08,1.3e-07,8e-08,1e-08,7e-08,0.0
EXP29_Levallois preferential,Levallois preferential,35,0.0,0.66389529,0.23900359,0.04692267,0.04537828,0.00391847,0.00078861,5.757e-05,1.997e-05,3.76e-06,6.72e-06,1.29e-06,2.35e-06,5.4e-07,5.4e-07,1.9e-07,6e-08,6e-08,1e-08,1e-08,1e-08
EXP30_Levallois Nubian,Levallois preferential,29,0.0,0.76422505,0.14561399,0.05560965,0.02642429,0.00726903,0.00062584,0.00014963,3.552e-05,2.316e-05,1.071e-05,7.61e-06,3.15e-06,1.5e-06,5.4e-07,1.5e-07,3e-08,5e-08,1e-08,5e-08,2e-08
EXP31_Levallois laminar,Levallois laminar,32,0.0,0.36036316,0.47598671,0.11034531,0.04349584,0.00787885,0.0015224,0.00016468,0.00013939,3.444e-05,3.856e-05,1.131e-05,1.3e-05,2.51e-06,2.99e-06,3e-07,3.6e-07,4e-08,5e-08,6e-08,7e-08
EXP32_Conical unidirectional,Unidirectional,16,0.0,0.38572648,0.48146208,0.05730366,0.06681526,0.00735956,0.00121562,9.035e-05,1.052e-05,8.33e-06,3.86e-06,2.39e-06,1.07e-06,5.3e-07,1.9e-07,6e-08,1e-08,1e-08,1e-08,1e-08,1e-08
EXP33_Cylindrical bidirectional,Bidirectional,15,0.0,0.13952063,0.71375431,0.05865295,0.0773533,0.00816481,0.00237127,0.00015892,2.004e-05,2.1e-06,7e-07,3.9e-07,3.7e-07,6e-08,1.2e-07,0.0,2e-08,1e-08,0.0,0.0,0.0
EXP34_Multiplatform,Multiplatform,12,0.0,0.56380138,0.17446912,0.16860364,0.08522909,0.00711755,0.00070145,5.741e-05,8.27e-06,3.97e-06,2.79e-06,2.38e-06,1.18e-06,1.03e-06,3.5e-07,2.9e-07,7e-08,4e-08,1e-08,0.0,0.0
EXP35_Levallois laminar,Levallois laminar,16,0.0,0.54195558,0.16869743,0.19376685,0.08326985,0.01061779,0.00148671,0.00011688,3.083e-05,3.078e-05,9.63e-06,1.065e-05,2.96e-06,2.76e-06,6e-07,4.6e-07,7e-08,8e-08,2e-08,5e-08,2e-08
EXP36_Conical unidirectional,Unidirectional,25,0.0,0.54484092,0.30085648,0.11951898,0.02982041,0.00439874,0.00049833,6.002e-05,4.74e-06,7.2e-07,2.5e-07,2e-07,1.2e-07,3e-08,4e-08,1e-08,1e-08,1e-08,0.0,0.0,0.0
EXP37_Conical unidirectional,Unidirectional,19,0.0,0.58760872,0.2294435,0.13965564,0.03769234,0.00495989,0.00057763,5.508e-05,4.5e-06,1.61e-06,4.7e-07,2.5e-07,2.4e-07,3e-08,8e-08,1e-08,1e-08,1e-08,0.0,0.0,0.0
EXP38_Multiplatform,Multiplatform,17,0.0,0.36464963,0.09084229,0.34182279,0.15642169,0.03924016,0.00489739,0.00141852,0.00018055,0.00024369,0.00013508,7.769e-05,4.364e-05,1.451e-05,9.54e-06,8e-07,1.01e-06,2.3e-07,1e-07,5.2e-07,1.9e-07
EXP39_Multiplatform,Multiplatform,25,0.0,0.67425167,0.16263046,0.08657379,0.06880137,0.00672723,0.00077753,0.00013228,3.43e-05,4.096e-05,9.2e-06,1.219e-05,4.63e-06,2.1e-06,1.6e-06,1.4e-07,3.1e-07,9e-08,2e-08,1.1e-07,1e-08
EXP40_Conical unidirectional,Unidirectional,24,0.0,0.47686577,0.29631456,0.18975156,0.03164218,0.00485401,0.00049742,5.416e-05,1.183e-05,3.3e-06,2.71e-06,1.04e-06,8.9e-07,2.9e-07,1.9e-07,5e-08,2e-08,0.0,0.0,0.0,1e-08
EXP41_Subconical unidirectional,Unidirectional,11,0.0,0.440107,0.34815701,0.1688431,0.03216042,0.0094835,0.00112114,0.00010088,1.142e-05,9.07e-06,2.28e-06,2.33e-06,9.3e-07,4.7e-07,2.9e-07,5e-08,5e-08,2e-08,0.0,2e-08,0.0
EXP42_Multiplatform,Multiplatform,16,0.0,0.55257769,0.16105983,0.22607129,0.05248411,0.00654242,0.00111907,0.00011116,1.532e-05,9e-06,4.06e-06,3.17e-06,1.16e-06,1.11e-06,2.4e-07,2.7e-07,3e-08,4e-08,1e-08,1e-08,1e-08
EXP43_Biface,Biface,19,0.0,0.27575974,0.44409149,0.1629964,0.08444325,0.03085489,0.00128824,0.00033911,0.00010566,5.169e-05,3.536e-05,1.637e-05,1.065e-05,4.07e-06,2.17e-06,5.6e-07,1.9e-07,2e-08,3e-08,4e-08,6e-08
EXP44_Multiplatform,Multiplatform,14,0.0,0.24229827,0.38457656,0.30846538,0.04991236,0.01242665,0.00214271,0.00014114,2.397e-05,6.32e-06,3.47e-06,1.37e-06,1.12e-06,3.4e-07,2.4e-07,5e-08,3e-08,0.0,1e-08,0.0,1e-08
EXP45_Conical unidirectional,Unidirectional,19,0.0,0.49259462,0.33976095,0.1308256,0.0313426,0.00488765,0.00053217,5.14e-05,4.43e-06,3e-07,1.3e-07,7e-08,6e-08,1e-08,1e-08,0.0,0.0,0.0,0.0,0.0,0.0
EXP46_Conical unidirectional,Unidirectional,19,0.0,0.54177202,0.32624658,0.10640409,0.02195593,0.00318535,0.00038216,4.755e-05,4.88e-06,8.6e-07,2.6e-07,1.5e-07,1.1e-07,1e-08,3e-08,0.0,0.0,1e-08,0.0,0.0,0.0
EXP47_Conical bidirectional,Bidirectional,13,0.0,0.40734813,0.31986514,0.18270563,0.08059273,0.00781941,0.00151732,0.0001348,1.444e-05,1.3e-06,6.1e-07,1.4e-07,2.2e-07,4e-08,6e-08,1e-08,1e-08,0.0,0.0,0.0,0.0
EXP48_Multiplatform,Multiplatform,17,0.0,0.54544522,0.24933742,0.15979668,0.03609477,0.00760579,0.00150389,0.00018716,1.181e-05,1.129e-05,8.5e-07,3.87e-06,2.7e-07,7.9e-07,6e-08,9e-08,1e-08,3e-08,0.0,3e-08,0.0
EXP49_Discoid,Discoid,12,0.0,0.44215951,0.24089065,0.22430238,0.06361515,0.02532149,0.00318208,0.00035074,0.00011653,1.478e-05,2.877e-05,3.95e-06,9.8e-06,1.19e-06,2.33e-06,2.5e-07,2.9e-07,4e-08,2e-08,1e-08,4e-08
EXP50_Multiplatform,Multiplatform,13,0.0,0.54450019,0.121128,0.2485596,0.0768824,0.00706382,0.00136447,0.00032771,3.826e-05,8.687e-05,7.43e-06,2.957e-05,2.7e-06,6.95e-06,7.9e-07,8.8e-07,1.5e-07,8e-08,2e-08,1.1e-07,1e-08
EXP51_Conical unidirectional,Unidirectional,15,0.0,0.50333823,0.31431177,0.15200891,0.02604972,0.00377771,0.0004652,4.251e-05,3.7e-06,1.32e-06,4.6e-07,2.2e-07,1.6e-07,2e-08,5e-08,1e-08,1e-08,1e-08,0.0,0.0,0.0
EXP52_Levallois preferential,Levallois preferential,26,0.0,0.59041672,0.2082489,0.16604771,0.03049883,0.00364593,0.00096973,0.0001053,1.914e-05,2.1e-05,8.51e-06,1.033e-05,2.72e-06,3.63e-06,5.2e-07,8.5e-07,5e-08,9e-08,1e-08,1e-08,2e-08
EXP53_Levallois recurrent,Levallois recurrent,14,0.0,0.54230103,0.18126943,0.20987619,0.05690061,0.00852847,0.00093767,0.00011003,4.178e-05,7.07e-06,1.714e-05,3.2e-06,5e-06,1.11e-06,8.6e-07,2.7e-07,4e-08,4e-08,2e-08,1e-08,3e-08
EXP54_Multiplatform,Multiplatform,10,0.0,0.43510412,0.11490635,0.38959609,0.0544523,0.00364336,0.00191513,0.00029345,4.644e-05,1.816e-05,1.051e-05,6.78e-06,3.83e-06,1.88e-06,9.8e-07,3.5e-07,1.5e-07,5e-08,2e-08,2e-08,2e-08
EXP55_Multiplatform,Multiplatform,11,0.0,0.51861822,0.30566931,0.12218438,0.04441072,0.00800498,0.00092736,0.0001509,1.841e-05,8.86e-06,2.94e-06,2.34e-06,9e-07,4e-07,1.9e-07,2e-08,2e-08,2e-08,0.0,2e-08,1e-08
EXP56_Multiplatform,Multiplatform,15,0.0,0.43475536,0.32416755,0.20524656,0.03171281,0.00326051,0.00073348,9.049e-05,1.339e-05,9.72e-06,4.58e-06,3e-06,1.45e-06,6.8e-07,3e-07,8e-08,3e-08,1e-08,0.0,1e-08,1e-08
EXP57_Conical bidirectional,Bidirectional,14,0.0,0.32640648,0.37162326,0.2310974,0.06174498,0.00786376,0.00109944,0.00012908,1.864e-05,8.35e-06,4.29e-06,2.13e-06,1.33e-06,5e-07,2.7e-07,6e-08,2e-08,0.0,1e-08,1e-08,1e-08
EXP58_Conical unidirectional,Unidirectional,16,0.0,0.52120628,0.1795179,0.20683668,0.0818987,0.00973896,0.00060242,0.0001507,1.342e-05,2.085e-05,3.19e-06,7.3e-06,9.2e-07,2.02e-06,1.9e-07,3.6e-07,2e-08,5e-08,0.0,2e-08,0.0
EXP59_Subconical unidirectional,Unidirectional,26,0.0,0.39597198,0.32075647,0.21852118,0.05478905,0.00873977,0.00109591,9.939e-05,1.34e-05,5.17e-06,3.23e-06,1.64e-06,1.67e-06,3.9e-07,5.7e-07,6e-08,1.1e-07,1e-08,0.0,1e-08,0.0
IM_Levallois_convergent,Levallois_convergent,24,0.0,0.34728472,0.5801697,0.03172113,0.02620004,0.01252817,0.00134168,0.00069716,2.167e-05,3.73e-06,1.325e-05,4.66e-06,7.93e-06,2.01e-06,2.87e-06,5.7e-07,5.5e-07,9e-08,3e-08,1e-08,2e-08
IM_Levallois_laminar,Levallois_laminar,25,0.0,0.29720005,0.59279115,0.05994165,0.03153344,0.01596661,0.00186937,0.00064591,2.536e-05,2.41e-06,9.82e-06,3.07e-06,6.32e-06,1.48e-06,2.36e-06,4.5e-07,4.6e-07,7e-08,2e-08,0.0,2e-08
IM_Levallois_preferential,Levallois_preferential,24,0.0,0.33314731,0.61532789,0.01464075,0.02122897,0.01316909,0.00171794,0.00072162,1.085e-05,1.59e-06,1.441e-05,3.73e-06,9.12e-06,1.9e-06,3.43e-06,5.9e-07,6.7e-07,9e-08,3e-08,0.0,2e-08
IM_Multiplatform,multifacial,6,0.0,0.0009403,0.00596619,0.00163069,0.9787028,0.0002612,0.01103674,1.533e-05,0.00111998,1.71e-06,0.00022555,4.4e-07,7.533e-05,1e-07,2.017e-05,1e-08,3.11e-06,0.0,1.6e-07,0.0,1.9e-07
IM_biface,biface,24,0.0,0.0122826,0.94091299,0.03076416,0.0137176,0.00139688,0.0009036,4.4e-06,1.091e-05,1.4e-07,4.13e-06,1e-08,1.82e-06,0.0,6.4e-07,0.0,1e-07,0.0,0.0,0.0,1e-08
IM_conical_unipolar_cortical,conical_unipolar_cortical,12,0.0,0.4963977,0.34079191,0.12890943,0.02942266,0.00410377,0.00035076,2.171e-05,1.13e-06,4.9e-07,2.4e-07,1e-07,8e-08,1e-08,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
IM_conical_unipolar_scarred,conical_unipolar_scarred,13,0.0,0.51010569,0.31964617,0.13283317,0.03276402,0.00428087,0.00034403,2.396e-05,1.07e-06,5.2e-07,2.5e-07,1e-07,8e-08,1e-08,2e-08,0.0,0.0,1e-08,0.0,0.0,0.0
IM_cylindrical_bipolar,cylindrical_bipolar,12,0.0,3.4e-07,0.8689149,7.6e-07,0.12663994,1.3e-07,0.00438951,0.0,5.405e-05,0.0,2.7e-07,0.0,8e-08,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
IM_cylindrical_unipolar_cortical,cylindrical_unipolar_cortical,12,0.0,0.43446177,0.3423626,0.16046625,0.04989533,0.01084565,0.00172932,0.00021621,2.129e-05,1.4e-06,1e-07,4e-08,3e-08,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0
IM_cylindrical_unipolar_scarred,cylindrical_unipolar_scarred,13,0.0,0.44544912,0.3229602,0.16454982,0.05397127,0.01111949,0.00170463,0.00022171,2.213e-05,1.43e-06,1.1e-07,4e-08,3e-08,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0
IM_discoid,bifacial_discoid,16,0.0,0.0009002,0.76009668,5.231e-05,0.22290744,4.015e-05,0.01586562,2.05e-06,5.752e-05,4e-08,3.88e-05,0.0,2.7e-05,0.0,1.011e-05,0.0,1.95e-06,0.0,6e-08,0.0,6e-08
IM_discoid_unifacial,unifacial_discoid,8,0.0,0.65651169,0.07956875,0.23896146,0.02122868,0.0020593,0.00158286,6.52e-05,5.93e-06,2.77e-06,3.82e-06,3.51e-06,2.63e-06,1.68e-06,9.8e-07,4.7e-07,1.9e-07,5e-08,1e-08,0.0,1e-08
SDG_L2_489,,4,0.0,0.51303432,0.26946674,0.1632674,0.04662459,0.00661572,0.0008728,0.00010682,1.019e-05,1.07e-06,1.8e-07,6e-08,6e-08,1e-08,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L2_494,,5,0.0,0.49437601,0.3366826,0.12974652,0.03250498,0.00577592,0.00080345,9.973e-05,1.004e-05,5.6e-07,8e-08,4e-08,4e-08,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_1066,,12,0.0,0.69025215,0.23014905,0.05733259,0.01819587,0.00356747,0.00044177,4.948e-05,4.1e-06,4.57e-06,1.1e-06,1.06e-06,4.3e-07,1.5e-07,1.3e-07,1e-08,2e-08,2e-08,0.0,1e-08,0.0
SDG_L3_1163,,6,0.0,0.48773907,0.30458299,0.16191981,0.03544175,0.00905723,0.00111761,0.00012337,1.701e-05,9.7e-07,8e-08,4e-08,5e-08,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_1191,,6,0.0,0.63588357,0.2581908,0.07997462,0.02183893,0.00358887,0.00046152,5.381e-05,4.25e-06,2.39e-06,6e-07,3.1e-07,2.1e-07,3e-08,6e-08,1e-08,1e-08,1e-08,0.0,1e-08,0.0
SDG_L3_1318,,9,0.0,0.2887479,0.53588008,0.04918101,0.11534003,0.00751148,0.0028834,0.0003387,4.855e-05,3.694e-05,1.329e-05,1.137e-05,3.85e-06,2.36e-06,6.9e-07,2e-07,4e-08,2e-08,1e-08,6e-08,2e-08
SDG_L3_1416,,11,0.0,0.76615916,0.17047301,0.04992808,0.00999333,0.00263625,0.00063643,0.00014419,1.399e-05,9.23e-06,2.09e-06,2.57e-06,9.1e-07,3.4e-07,2.7e-07,2e-08,5e-08,4e-08,0.0,3e-08,0.0
SDG_L3_1437,,8,0.0,0.57955277,0.09781395,0.22594401,0.08442063,0.00990475,0.0020233,0.00025374,5.007e-05,1.075e-05,1.537e-05,3.38e-06,4.94e-06,8.3e-07,1.12e-06,1.4e-07,1.4e-07,3e-08,2e-08,2e-08,3e-08
SDG_L3_1492,,12,0.0,0.62231609,0.28003337,0.07602097,0.01852027,0.0024521,0.00052489,0.00010573,1.021e-05,1.043e-05,2.13e-06,2.32e-06,8.3e-07,3.3e-07,2.3e-07,1e-08,4e-08,3e-08,0.0,3e-08,0.0
SDG_L3_1547,,10,0.0,0.49062212,0.32602336,0.10002459,0.07489762,0.0073323,0.00093074,0.0001372,1.365e-05,1.118e-05,2.43e-06,2.67e-06,1.18e-06,4.2e-07,3.8e-07,3e-08,6e-08,4e-08,0.0,3e-08,0.0
SDG_L3_155,,15,0.0,0.39962247,0.43782462,0.10624405,0.05181285,0.003134,0.00130021,5.075e-05,9.18e-06,8.5e-07,5e-07,1.9e-07,2.2e-07,2e-08,7e-08,0.0,1e-08,1e-08,0.0,0.0,0.0
SDG_L3_1677,,8,0.0,0.69941108,0.18101494,0.08976661,0.02620589,0.00316423,0.00028422,8.294e-05,2.33e-05,2.215e-05,9.54e-06,8.64e-06,3.13e-06,2.19e-06,6.5e-07,3.3e-07,7e-08,4e-08,1e-08,3e-08,2e-08
SDG_L3_1748,,7,0.0,0.66247891,0.16829664,0.11740344,0.04553065,0.00577062,0.00043887,6.578e-05,9.35e-06,3.83e-06,7.6e-07,5.9e-07,3.4e-07,6e-08,1.1e-07,1e-08,2e-08,2e-08,0.0,1e-08,0.0
SDG_L3_188,,7,0.0,0.59251831,0.31611904,0.08015328,0.01018995,0.00079864,0.00016999,4.185e-05,5.5e-06,2.21e-06,6.5e-07,2.8e-07,1.9e-07,2e-08,5e-08,1e-08,1e-08,1e-08,0.0,1e-08,0.0
SDG_L3_303,,10,0.0,0.15151504,0.67758367,0.11075528,0.05274611,0.00561766,0.00166135,9.996e-05,1.955e-05,9.6e-07,2.1e-07,4e-08,1.2e-07,1e-08,3e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_434,,6,0.0,0.61533978,0.27023499,0.07687041,0.02742567,0.00834499,0.00154641,0.00020846,1.817e-05,5.88e-06,1.91e-06,2.03e-06,7.3e-07,2.8e-07,1.8e-07,1e-08,2e-08,3e-08,0.0,2e-08,0.0
SDG_L3_55,,6,0.0,0.41797409,0.40018014,0.12405853,0.04813673,0.00871383,0.00083913,8.621e-05,8.89e-06,1.5e-06,5.2e-07,1.3e-07,1.7e-07,3e-08,5e-08,1e-08,1e-08,0.0,0.0,0.0,0.0
SDG_L3_636,,9,0.0,0.65944274,0.20749419,0.07103254,0.05224175,0.00851456,0.00105908,0.0001693,1.387e-05,1.463e-05,5.4e-06,6.44e-06,2.2e-06,2.01e-06,6.3e-07,4.3e-07,1.2e-07,6e-08,1e-08,2e-08,1e-08
SDG_L3_645,,3,0.0,0.59565353,0.28453572,0.08513569,0.02643426,0.00692654,0.00117009,0.00013308,1.013e-05,6.4e-07,1.6e-07,7e-08,6e-08,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L3_804,,6,0.0,0.24222363,0.58973026,0.11959594,0.04297964,0.00466988,0.00070485,8.779e-05,5.42e-06,1.75e-06,5.1e-07,9e-08,1.7e-07,1e-08,5e-08,0.0,1e-08,0.0,0.0,0.0,0.0
SDG_L3_890,,4,0.0,0.6281524,0.2740014,0.0710799,0.02049421,0.00526681,0.00089026,0.00010286,8.4e-06,2.37e-06,7.2e-07,3.3e-07,2.2e-07,3e-08,6e-08,1e-08,1e-08,1e-08,0.0,1e-08,0.0
SDG_L3_978,,7,0.0,0.64718891,0.25228926,0.04037514,0.0461551,0.01102105,0.00254675,0.00036202,3.068e-05,1.663e-05,5.8e-06,5.19e-06,1.92e-06,8.8e-07,4.5e-07,6e-08,6e-08,4e-08,1e-08,5e-08,1e-08
SDG_L4_1788,,6,0.0,0.43812758,0.37925314,0.15848607,0.019299,0.00425658,0.00053993,2.824e-05,5.68e-06,2.49e-06,7.2e-07,2.6e-07,2.1e-07,3e-08,6e-08,1e-08,1e-08,1e-08,0.0,1e-08,0.0
SDG_L4_1884,,7,0.0,0.78265126,0.13866243,0.04768432,0.02451885,0.0054177,0.00078653,0.00021959,2.384e-05,2.136e-05,4.15e-06,6.75e-06,1.5e-06,1.07e-06,4.1e-07,4e-08,7e-08,6e-08,1e-08,7e-08,1e-08
SDG_L4_1916,,12,0.0,0.25760426,0.60426598,0.09472719,0.03329527,0.00820615,0.00175609,8.91e-05,3.862e-05,7.4e-06,5.15e-06,1.84e-06,1.98e-06,3.1e-07,5.1e-07,2e-08,7e-08,2e-08,1e-08,2e-08,1e-08
