axis,inertia_pct,share_M,share_SP,dominant_block
1,26.843485547956252,0.6344809745356873,0.36551902546431253,mixed
2,22.882354730321243,0.21846877425332137,0.7815312257466782,SP-SPHARM
3,12.645523557547858,0.3322207366013421,0.6677792633986573,SP-SPHARM
4,8.907469545793457,0.692023804938531,0.3079761950614686,M-SPHARM
